timestamp,job_id,tree_id,candidate_id,quality_score,occupancy,sharpness,contrast,brightness,raw_predicted_class,raw_confidence,prototype_distance,prototype_z,energy,energy_z,combined_unknownness,threshold,decision_margin,open_set_rejected,consensus_status,final_species
2026-08-08T05:37:18.109861,pine__pine_022,8,1,0.6333,0.4019,939.18,40.47,49.06,teak,0.9284,0.0068,-0.3729,-2.754,0.6666,-0.3209,-0.0323,-0.2886,False,known,teak
2026-08-08T05:38:29.637295,pine__pine_023,1,2,0.5746,0.4682,171.14,22.21,31.24,teak,0.912,0.0124,-0.3194,-2.5754,1.273,-0.2398,-0.0323,-0.2075,False,known,teak
2026-08-08T05:38:29.637295,pine__pine_023,1,3,0.5431,0.4101,155.56,20.01,27.92,teak,0.8673,0.0294,-0.1591,-2.3116,2.1686,-0.0427,-0.0323,-0.0104,False,known,teak
2026-08-08T05:38:29.637295,pine__pine_023,1,4,0.5265,0.4233,146.26,16.85,25.17,teak,0.8392,0.0522,0.0555,-2.2241,2.4656,0.176,-0.0323,0.2084,True,known,teak
2026-08-08T05:38:29.637295,pine__pine_023,2,3,0.551,0.4485,266.94,19.34,25.11,teak,0.8566,0.0321,-0.1337,-2.3263,2.1187,-0.0211,-0.0323,0.0112,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T05:38:29.637295,pine__pine_023,6,3,0.7867,0.9697,602.73,28.52,44.39,teak,0.5661,0.173,1.1949,-1.81,3.8717,1.3287,-0.0323,1.3611,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T05:38:29.637295,pine__pine_023,6,4,0.7622,0.8984,578.4,28.64,44.43,mahogany,0.8094,0.071,0.2332,-2.1708,2.6465,0.3538,-0.0323,0.3861,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T05:38:29.637295,pine__pine_023,6,5,0.7208,0.8511,312.13,23.44,38.1,teak,0.6435,0.14,0.8837,-1.8614,3.6973,1.0244,-0.0323,1.0567,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T05:38:29.637295,pine__pine_023,7,6,0.7148,0.7545,524.85,31.91,37.69,teak,0.8347,0.0419,-0.0417,-2.1491,2.7204,0.0964,-0.0323,0.1287,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T05:38:29.637295,pine__pine_023,8,1,0.6566,0.4746,934.89,41.28,44.99,teak,0.9293,0.0056,-0.3838,-2.8026,0.5015,-0.3395,-0.0323,-0.3072,False,known,teak
2026-08-08T05:38:29.637295,pine__pine_023,12,6,0.7553,0.787,356.6,37.16,47.56,mahogany,0.9077,0.012,-0.3232,-2.5524,1.3509,-0.2395,-0.0323,-0.2072,False,known,mahogany
2026-08-08T05:38:29.637295,pine__pine_023,12,5,0.7255,0.7858,366.31,29.37,44.63,mahogany,0.9429,0.0015,-0.4222,-2.8187,0.4468,-0.3787,-0.0323,-0.3464,False,known,mahogany
2026-08-08T05:38:29.637295,pine__pine_023,12,4,0.7071,0.7492,396.43,27.23,46.03,mahogany,0.9383,0.001,-0.4276,-2.7651,0.6287,-0.3748,-0.0323,-0.3425,False,known,mahogany
2026-08-08T05:38:58.891497,pine__pine_024,3,3,0.6542,0.7347,181.34,19.11,28.33,teak,0.6754,0.1188,0.6837,-1.8889,3.6039,0.8297,-0.0323,0.862,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T05:38:58.891497,pine__pine_024,3,2,0.6404,0.6478,164.66,23.16,30.94,teak,0.6616,0.1278,0.768,-1.8766,3.6456,0.9119,-0.0323,0.9442,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T05:38:58.891497,pine__pine_024,3,4,0.6385,0.6902,223.98,19.49,27.19,teak,0.8518,0.0441,-0.0206,-2.2801,2.2754,0.0942,-0.0323,0.1265,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T06:05:45.264183,pine__pine_003,1,5,0.7174,0.6397,701.63,39.68,52.05,mahogany,0.5892,0.1839,1.2976,-1.9231,3.4876,1.4071,-0.0323,1.4394,True,uncertain,Uncertain
2026-08-08T06:05:45.265199,pine__pine_003,1,4,0.6919,0.7101,293.83,27.63,43.56,mahogany,0.8912,0.0149,-0.2957,-2.4491,1.7018,-0.1958,-0.0323,-0.1635,False,uncertain,Uncertain
2026-08-08T06:05:45.266190,pine__pine_003,1,6,0.6793,0.5003,829.91,42.04,54.44,mahogany,0.8634,0.0316,-0.1387,-2.3317,2.1004,-0.0267,-0.0323,0.0056,True,uncertain,Uncertain
2026-08-08T06:05:45.266190,pine__pine_003,2,6,0.8168,0.9529,667.12,41.08,39.39,mahogany,0.9314,0.0031,-0.4075,-2.7233,0.7709,-0.3486,-0.0323,-0.3163,False,known,mahogany
2026-08-08T06:05:45.266190,pine__pine_003,2,5,0.748,0.8523,500.71,31.8,37.15,mahogany,0.9262,0.0062,-0.3781,-2.6712,0.9477,-0.3118,-0.0323,-0.2795,False,known,mahogany
2026-08-08T06:05:45.266190,pine__pine_003,2,4,0.7163,0.7217,630.68,33.68,43.7,mahogany,0.9128,0.0089,-0.3525,-2.5832,1.2464,-0.2726,-0.0323,-0.2402,False,known,mahogany
2026-08-08T06:05:45.267191,pine__pine_003,3,3,0.6896,0.5812,907.09,37.35,52.42,teak,0.5164,0.2115,1.5579,-1.7986,3.9105,1.6755,-0.0323,1.7079,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T06:05:45.267191,pine__pine_003,3,2,0.654,0.5624,485.59,28.17,53.73,teak,0.515,0.199,1.4398,-1.7412,4.1053,1.5731,-0.0323,1.6054,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T06:05:45.267191,pine__pine_003,4,4,0.7015,0.8184,242.5,18.85,44.43,mahogany,0.9455,0.0009,-0.4279,-2.8933,0.1936,-0.3968,-0.0323,-0.3645,False,known,mahogany
2026-08-08T06:05:45.268190,pine__pine_003,4,3,0.6883,0.7366,226.3,20.11,53.93,mahogany,0.9496,0.0013,-0.4245,-2.9421,0.028,-0.4019,-0.0323,-0.3696,False,known,mahogany
2026-08-08T06:05:45.268190,pine__pine_003,4,5,0.6742,0.7658,230.38,17.89,39.6,mahogany,0.9472,0.001,-0.4267,-2.8942,0.1905,-0.3958,-0.0323,-0.3635,False,known,mahogany
2026-08-08T06:06:11.871785,pine__pine_004,1,1,0.617,0.5336,211.27,26.2,36.45,teak,0.8096,0.0412,-0.0477,-2.1333,2.774,0.0934,-0.0323,0.1257,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T06:06:47.369253,pine__pine_005,1,2,0.6808,0.7659,152.67,18.01,44.84,mahogany,0.8517,0.0275,-0.1774,-2.3009,2.205,-0.0583,-0.0323,-0.0259,False,known,mahogany
2026-08-08T06:06:47.369253,pine__pine_005,1,3,0.6553,0.7227,158.44,16.91,39.04,mahogany,0.8296,0.0401,-0.0587,-2.2465,2.3897,0.0637,-0.0323,0.096,True,known,mahogany
2026-08-08T06:06:47.370252,pine__pine_005,1,4,0.6522,0.7334,179.96,16.15,35.41,mahogany,0.9542,0.0021,-0.4172,-3.0358,-0.2902,-0.4108,-0.0323,-0.3785,False,known,mahogany
2026-08-08T06:06:47.370252,pine__pine_005,4,6,0.6972,0.8407,235.17,19.74,31.54,mahogany,0.8203,0.053,0.0628,-2.2008,2.5448,0.1869,-0.0323,0.2192,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T06:06:47.370252,pine__pine_005,4,1,0.5875,0.4731,347.08,24.3,34.8,mahogany,0.6517,0.1518,0.9949,-1.8553,3.7178,1.131,-0.0323,1.1633,True,open_set_rejected,Unknown / Unrecognized species
2026-08-08T06:06:47.370252,pine__pine_005,5,3,0.7615,0.9847,294.44,20.03,42.58,mahogany,0.9412,0.0042,-0.3972,-2.8489,0.3442,-0.3601,-0.0323,-0.3278,False,known,mahogany
2026-08-08T06:06:47.371252,pine__pine_005,5,2,0.7569,0.969,292.41,19.51,44.79,mahogany,0.9378,0.0051,-0.3887,-2.7966,0.522,-0.3431,-0.0323,-0.3108,False,known,mahogany
2026-08-08T06:06:47.371252,pine__pine_005,5,4,0.7552,0.9923,233.25,18.49,39.33,mahogany,0.7909,0.0715,0.2377,-2.3274,2.115,0.3316,-0.0323,0.3639,True,known,mahogany
2026-08-08T06:06:47.371252,pine__pine_005,7,4,0.6677,0.6369,210.35,27.37,45.55,mahogany,0.8962,0.0214,-0.2346,-2.4813,1.5926,-0.1432,-0.0323,-0.1109,False,known,mahogany
2026-08-08T06:06:47.371252,pine__pine_005,7,5,0.6094,0.5874,172.59,18.21,36.66,mahogany,0.9384,0.0047,-0.3924,-2.7888,0.5485,-0.3453,-0.0323,-0.313,False,known,mahogany
2026-08-08T06:07:55.026187,pine__pine_006,3,3,0.9407,0.987,1098.6,65.13,80.98,pine,0.9518,0.0023,-0.4151,-3.3086,-1.2165,-0.4552,-0.0323,-0.4229,False,known,pine
2026-08-08T06:07:55.026187,pine__pine_006,3,4,0.9372,0.9837,1326.61,63.28,78.96,pine,0.9522,0.0007,-0.43,-3.291,-1.1566,-0.4664,-0.0323,-0.434,False,known,pine
2026-08-08T06:07:55.026187,pine__pine_006,3,5,0.9341,0.9787,1411.51,60.83,77.81,pine,0.9501,0.0004,-0.4328,-3.2837,-1.1318,-0.4677,-0.0323,-0.4354,False,known,pine
